func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;370,4
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1000
MASCULINO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Construçao civil;44;1607,06
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1111,11
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Indústria;36;4021,4
FEMININO;62;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;40;9785,29
FEMININO;45;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1451,4
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;18;1651,06
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;4;395,32
MASCULINO;44;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1974,88
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1180,19
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;38;1751,09
MASCULINO;44;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1369,68
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;2562,7
MASCULINO;46;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Serviços;44;1451,42
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;AL;SIM;DE 100 A 249;Serviços;44;569,72
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Indústria;44;1686,57
FEMININO;48;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;2292,13
MASCULINO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 500 A 999;Agricultura;44;2314,09
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;2742,45
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;4415,32
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Comércio;44;2542,9
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;3;327,47
FEMININO;60;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1707,85
MASCULINO;54;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Indústria;40;2988,98
FEMININO;33;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1071,16
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Serviços;43;1055,05
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Comércio;44;1056,65
MASCULINO;24;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PB;NAO;DE 100 A 249;Serviços;44;1778,6
MASCULINO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1310,73
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;27;3398,77
MASCULINO;31;PRETA-PARDA;SUPERIOR_INCOMPLETO;PB;NAO;1000 OU MAIS;Serviços;44;1370,83
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1054,99
MASCULINO;42;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1288,23
MASCULINO;35;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1599,99
FEMININO;39;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1799,42
MASCULINO;25;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1693,61
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;DE 20 A 49;Serviços;22;1938,6
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 500 A 999;Serviços;36;2199,99
FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1379,3
MASCULINO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1396,91
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1053,52
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1078,2
MASCULINO;34;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;1600,01
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1253,53
FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1281,62
MASCULINO;46;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1227,53
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;44;1172,34
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1389,69
MASCULINO;32;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 50 A 99;Serviços;43;1948,37
FEMININO;33;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;991,1
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1225
FEMININO;26;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1308,34
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;2241,79
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1730,7
FEMININO;32;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Serviços;44;1884,33
FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Serviços;36;1380,37
FEMININO;60;SEM INFO;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 5 A 9;Serviços;44;2092,06
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;1964,88
MASCULINO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1800
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Comércio;44;1585
MASCULINO;29;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Indústria;44;1099,99
FEMININO;39;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 5 A 9;Serviços;44;2137,1
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PB;NAO;DE 50 A 99;Indústria;44;1329,24
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1150
FEMININO;54;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 250 A 499;Serviços;44;1491,26
MASCULINO;70;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1943,92
MASCULINO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 20 A 49;Serviços;6;490,03
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;26;708,5
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1155,09
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;6238,84
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;723,57
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;20;1131,09
MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;PB;NAO;DE 50 A 99;Serviços;44;2217,98
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1349,9
MASCULINO;46;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Serviços;42;1585,1
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;PE;SIM;1000 OU MAIS;Serviços;44;1776,9
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1896,81
MASCULINO;24;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1139,27
MASCULINO;22;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Serviços;44;1029,99
MASCULINO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1320,36
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;42;1230,69
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;2236,22
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1190
FEMININO;51;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;3575,64
MASCULINO;49;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;4009
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Serviços;44;1292,82
MASCULINO;64;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1958,12
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Comércio;0;1156,95
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 250 A 499;Serviços;42;1433,5
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Comércio;18;613,49
FEMININO;44;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;2011,46
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1563,99
MASCULINO;31;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1607,72
MASCULINO;46;SEM INFO;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 5 A 9;Construçao civil;44;1516,4
MASCULINO;37;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Comércio;44;1771,39
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Serviços;44;1455,08
FEMININO;37;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Comércio;44;993,66
MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Indústria;44;1150,39
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1492,18
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Indústria;44;1112,01
FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1189,71
MASCULINO;27;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1430,8
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Serviços;44;2091,67
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1833,35
MASCULINO;20;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1023
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;4708,78
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;1802
MASCULINO;25;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1100
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;960,12
MASCULINO;59;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 5 A 9;Serviços;30;14495,52
MASCULINO;34;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1677,38
MASCULINO;36;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;5;1911,82
MASCULINO;46;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 500 A 999;Serviços;44;998
MASCULINO;29;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 10 A 19;Construçao civil;44;1538,3
FEMININO;60;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;6555,07
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1066,92
FEMININO;25;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1312,26
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1754,15
FEMININO;29;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;12;3772,65
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1716,73
FEMININO;24;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1094
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;42;2174,64
MASCULINO;24;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Comércio;44;1706,83
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;20;2003,11
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;30;1371,61
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Agricultura;44;1928,36
FEMININO;20;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Indústria;44;997,98
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1998,95
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Comércio;36;1221,65
MASCULINO;29;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;6;1016,61
FEMININO;37;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;0;1840,56
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1035,03
MASCULINO;46;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1613,6
MASCULINO;34;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1034
FEMININO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;40;1624,63
MASCULINO;34;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1731,77
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;1431,41
MASCULINO;29;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;38;1232,97
MASCULINO;31;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 100 A 249;Construçao civil;44;1694,37
FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1607,03
FEMININO;40;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Indústria;44;1671,7
FEMININO;26;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1297,01
FEMININO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;PB;NAO;DE 5 A 9;Serviços;5;1464,06
FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;3013,69
MASCULINO;28;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;40;3000
MASCULINO;38;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;2663,9
FEMININO;52;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;40;1896,29
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1572,01
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;42;2427,92
MASCULINO;27;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Serviços;44;1481,46
FEMININO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1132,3
MASCULINO;34;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;4411,9
MASCULINO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1384,92
MASCULINO;23;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;11;756,43
FEMININO;49;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;8;1117,96
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1600
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;DE 20 A 49;Serviços;44;1251,3
MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;36;1822,73
MASCULINO;29;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 20 A 49;Construçao civil;44;1359,2
FEMININO;26;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Comércio;0;596,09
FEMININO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 20 A 49;Construçao civil;44;1077,53
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1323,48
FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;AL;NAO;DE 500 A 999;Serviços;30;4480,95
MASCULINO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Construçao civil;44;1678,06
MASCULINO;57;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 5 A 9;Construçao civil;44;2869,49
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1044,09
MASCULINO;48;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1311,2
MASCULINO;33;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1406,25
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Indústria;44;1163,7
MASCULINO;51;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;993,88
MASCULINO;24;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1002,3
MASCULINO;36;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Serviços;44;1303,44
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1102,5
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;2219,27
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Serviços;44;2653,35
FEMININO;45;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;4374,91
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1050,76
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Comércio;0;820,96
FEMININO;21;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1179,78
FEMININO;41;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;998
MASCULINO;19;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;998,01
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1249,99
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1158,94
MASCULINO;27;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;40;2380,25
MASCULINO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1350,58
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Indústria;44;1000
MASCULINO;37;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;1000 OU MAIS;Agricultura;44;1086,89
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Serviços;44;1161,02
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1072,61
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1005,04
FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Agricultura;44;3885
FEMININO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;1804,27
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1269,15
FEMININO;20;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;DE 5 A 9;Comércio;44;1029,35
MASCULINO;28;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;1429,32
FEMININO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1552,7
MASCULINO;20;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 500 A 999;Indústria;44;1196,35
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;997,99
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;998,01
MASCULINO;25;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1624,89
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1677,71
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;9;5348,22
MASCULINO;32;SEM INFO;ANALFABETO-FUND_INCOMPLETO;RN;NAO;ATE 4;Serviços;44;1585,31
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Comércio;44;1417,17
MASCULINO;50;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;719,92
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1204,48
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;2326,86
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1810,39
MASCULINO;23;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 50 A 99;Comércio;44;812,97
MASCULINO;25;SEM INFO;SUPERIOR_INCOMPLETO;PB;NAO;DE 250 A 499;Serviços;40;3543,44
MASCULINO;48;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Construçao civil;44;1531
FEMININO;29;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1075,34
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1042,95
MASCULINO;25;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;36;1092,59
MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1034,98
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Indústria;38;1550,94
FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;2677,78
MASCULINO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;1504,14
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;997,47
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;6395,81
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;2;2136,26
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Comércio;44;1272,85
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1867,82
MASCULINO;55;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Indústria;40;24829,67
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Comércio;0;701,86
MASCULINO;47;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Serviços;39;998
MASCULINO;57;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;41;1635,32
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1041,39
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;0;380,33
